,uniqueID,Date,Voter File Match,Registered Voter (of Voter File Matches),weight,Q1. Health Quality,age,DEMOGRAPHICS - GENDER,Q4. Number of People in HH,Q5. Children in HH,Q6. Non-HH Face to Face Count,Q7. Six Feet Away? (If Q6 > 0),Q8. HH Member Going to Work,Q9. Children Interacting with Other Children ,Q10. Times in Group > 20 in Last Week,Family,Friends,Co-workers,"Clients, patients, or patrons",Any other type of person not already mentioned,Q12. Handwashing Count,Q13. Currently Practicing Social Distancing?,Q14. Currently Experiencing Symptoms?,Q15. Likelihood of getting Coronavirus,Q16. NC Response to Coronavirus,Q17. Changes to Routine ,Q18. College Degree,Q19. Latino,Q20. Race,Q21. Panel Willingness,Q19-20. Race + Ethnicity,Survey Mode,DEMOGRAPHICS - RACE ON FILE,MEDIA MARKET,PARTY,TURNOUT,DEMOGRAPHICS - PARTY ON FILE,tax_score,CHOICE,CHURCH ATTENDANCE,CLIMATE CHANGE PRIORITY,COLLEGE,GUN CONTROL,GUN OWNER,PROGRESSIVE GUN OWNER,tv_cable,tv_satellite,tv_broadcast,cellphone_score,commercial_party,MARIJUANA,low_tv,trump_approve_score,retired_score,county_name
634,635,2020-03-30,Yes,Yes,0.706546,Good,68,Female,2.0,None,0.0,,No,,1.0,No,No,No,No,No,5.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,2.0,5.0,Other / Unaffiliated,3.0,5.0,1.0,3.0,5.0,5.0,2.0,2.0,5.0,2.0,1.0,1.0,3.0,5.0,1.0,3.0,4.0,MOORE
635,636,2020-03-30,No,,0.7634810000000001,Poor,73,Female,2.0,None,1.0,1.0,No,,0.0,No,Yes,,,,9.0,No,No,No,Most are reacting appropriately,Small changes,Yes,No,White,0,White,IVR,,,,,,,,,,,,,,,,,,,,,,,
636,637,2020-03-30,Yes,Yes,0.337294,Good,78,Female,3.0,None,2.0,6.0,No,,5.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,No real changes,No,No,White,Yes,White,IVR,Caucasian,518.0,5.0,5.0,Democrat,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,2.0,4.0,GUILFORD
637,638,2020-03-30,Yes,Yes,0.285709,Good,67,Female,1.0,None,0.0,,No,,,,,,,,4.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,No,No,Black,Yes,Black,IVR,Black,560.0,5.0,5.0,Democrat,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,5.0,4.0,1.0,1.0,4.0,ORANGE
638,639,2020-03-30,Yes,Yes,0.485756,Poor,64,Female,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,8.0,Yes,Unsure,Unsure,Most are underestimating the risks,Small changes,No,No,Black,Yes,Black,IVR,Black,517.0,5.0,4.0,Democrat,3.0,3.0,3.0,2.0,2.0,5.0,2.0,1.0,4.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,4.0,MECKLENBURG
639,640,2020-03-30,Yes,Yes,0.285488,Fair,85,Female,1.0,None,0.0,,No,,1.0,No,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,Yes,White,IVR,Caucasian,517.0,1.0,5.0,Republican,3.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,MECKLENBURG
640,641,2020-03-30,Yes,Yes,0.889592,Poor,82,Male,3.0,None,9.0,9.0,No,,5.0,Yes,No,No,No,Yes,5.0,Yes,No,No,Most are reacting appropriately,Small changes,Yes,No,White,Yes,White,IVR,Caucasian,517.0,5.0,5.0,Democrat,3.0,4.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,MECKLENBURG
641,642,2020-03-30,Yes,Yes,0.948923,Very Good,74,Female,2.0,None,3.0,2.0,No,,0.0,Yes,No,No,,,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,518.0,5.0,5.0,Democrat,3.0,4.0,3.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,FORSYTH
642,643,2020-03-30,Yes,Yes,1.14188,Very Good,62,Female,2.0,None,5.0,5.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,550.0,4.0,5.0,Democrat,,3.0,2.0,2.0,5.0,3.0,2.0,,4.0,,,,,3.0,1.0,1.0,2.0,BRUNSWICK
643,644,2020-03-30,Yes,Yes,0.38372,Good,66,Female,2.0,None,0.0,,Yes,,0.0,Yes,,,,,9.0,Yes,No,No,Most are underestimating the risks,Small changes,No,No,Black,Yes,Black,IVR,Black,518.0,5.0,5.0,Democrat,3.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,4.0,FORSYTH
645,646,2020-03-30,No,,1.0795299999999999,Fair,73,Female,1.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,Black,Yes,Black,IVR,,,,,,,,,,,,,,,,,,,,,,,
646,647,2020-03-30,No,,0.251141,6,84,Female,1.0,None,3.0,3.0,No,,0.0,Yes,,,,,5.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,
648,649,2020-03-30,Yes,Yes,0.42698500000000006,Very Good,62,Female,1.0,None,0.0,,No,,1.0,No,No,No,No,Yes,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,Yes,White,IVR,Caucasian,517.0,5.0,5.0,Democrat,3.0,5.0,2.0,3.0,2.0,5.0,2.0,2.0,4.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,MECKLENBURG
649,650,2020-03-30,Yes,Yes,0.845627,Good,82,Male,2.0,None,1.0,0.0,No,,0.0,No,No,No,No,Yes,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,567.0,1.0,5.0,Republican,2.0,1.0,4.0,1.0,5.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,BUNCOMBE
650,651,2020-03-30,Yes,Yes,0.889592,Good,74,Male,1.0,None,1.0,1.0,No,,1.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,No,White,IVR,Caucasian,517.0,1.0,5.0,Other / Unaffiliated,,,4.0,,5.0,,,,,,,,,,1.0,5.0,4.0,IREDELL
651,652,2020-03-30,Yes,Yes,0.316205,Fair,78,Male,4.0,None,2.0,0.0,Yes,,0.0,Yes,9,,Yes,,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,Yes,White,IVR,Caucasian,517.0,1.0,5.0,Other / Unaffiliated,3.0,1.0,4.0,1.0,4.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,UNION
652,653,2020-03-30,Yes,Yes,0.405882,Fair,58,Female,2.0,None,2.0,2.0,Yes,,,,,,,,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,No,No,White,No,White,IVR,Caucasian,545.0,1.0,5.0,Republican,3.0,2.0,4.0,1.0,2.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,DUPLIN
653,654,2020-03-30,Yes,Yes,0.337294,Very Good,78,Female,2.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,No,No,White,No,White,IVR,Caucasian,518.0,1.0,5.0,Republican,3.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,3.0,5.0,GUILFORD
654,655,2020-03-30,Yes,Yes,0.42698500000000006,Very Good,55,Female,2.0,None,1.0,1.0,Yes,,0.0,No,No,No,No,No,9.0,Yes,No,Yes,Most are overreacting to the actual risks,No real changes,No,No,White,Yes,White,IVR,Caucasian,517.0,5.0,3.0,Democrat,,,4.0,,1.0,,,,,,,,,,1.0,3.0,1.0,CLEVELAND
655,656,2020-03-30,Yes,Yes,1.05102,Good,69,Male,1.0,None,1.0,1.0,No,,1.0,Yes,No,No,No,Yes,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,No,White,IVR,Caucasian,518.0,1.0,5.0,Other / Unaffiliated,3.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,5.0,3.0,WILKES
656,657,2020-03-30,Yes,Yes,0.405882,Fair,52,Female,3.0,None,0.0,,Yes,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,No real changes,No,No,White,No,White,IVR,Caucasian,567.0,5.0,5.0,Democrat,5.0,2.0,4.0,3.0,1.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,YANCEY
657,658,2020-03-30,Yes,Yes,0.405882,Fair,61,Female,2.0,None,0.0,,Yes,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,No,No,White,Yes,White,IVR,Caucasian,567.0,1.0,5.0,Republican,2.0,3.0,4.0,1.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,BUNCOMBE
658,659,2020-03-30,Yes,Yes,1.05102,Good,70,Male,2.0,None,5.0,4.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,518.0,1.0,5.0,Republican,3.0,1.0,5.0,1.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,WILKES
659,660,2020-03-30,Yes,No,0.337294,Fair,68,Female,1.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,Yes,White,IVR,Caucasian,518.0,3.0,,Other / Unaffiliated,,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,
661,662,2020-03-30,Yes,Yes,0.504467,Poor,62,Female,1.0,None,9.0,4.0,No,,2.0,No,No,No,No,3,6.0,Yes,Unsure,Yes,Most are reacting appropriately,Small changes,No,No,White,Yes,White,IVR,Caucasian,518.0,1.0,5.0,Republican,,2.0,3.0,1.0,2.0,2.0,3.0,,3.0,,,,,3.0,1.0,5.0,2.0,STOKES
663,664,2020-03-30,No,,0.803175,Good,76,Female,2.0,None,1.0,1.0,No,,0.0,No,No,No,No,Yes,6.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,
665,666,2020-03-30,No,,0.31645,Very Good,70,Male,2.0,None,,,,,0.0,Yes,No,No,No,No,5.0,No,No,No,Most are reacting appropriately,Large changes,No,No,Asian,Yes,Asian,IVR,,,,,,,,,,,,,,,,,,,,,,,
667,668,2020-03-30,Yes,Yes,0.948923,Fair,87,Female,1.0,None,0.0,,No,,0.0,No,No,No,No,No,8.0,No,No,Yes,Most are reacting appropriately,No real changes,Yes,No,White,Yes,White,IVR,Caucasian,518.0,5.0,4.0,Democrat,4.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,4.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,ALAMANCE
668,669,2020-03-30,Yes,Yes,0.42698500000000006,Good,57,Female,3.0,None,1.0,1.0,Yes,,0.0,No,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,No,No,White,No,White,IVR,Caucasian,517.0,1.0,3.0,Republican,,2.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,5.0,2.0,1.0,5.0,1.0,IREDELL
669,670,2020-03-30,No,,0.472926,Fair,48,Male,2.0,None,2.0,2.0,No,,0.0,No,No,No,No,Yes,8.0,No,No,No,Most are underestimating the risks,Small changes,No,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,
670,671,2020-03-30,No,,0.485756,Good,51,Female,4.0,One,4.0,4.0,No,No,0.0,Yes,No,No,No,No,6.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,Black,No,Black,IVR,,,,,,,,,,,,,,,,,,,,,,,
676,677,2020-03-30,Yes,Yes,0.416029,Good,62,Male,2.0,None,5.0,3.0,No,,0.0,Yes,,,,,8.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,No,White,IVR,Caucasian,560.0,1.0,5.0,Republican,2.0,3.0,3.0,1.0,2.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,DURHAM
677,678,2020-03-30,Yes,Yes,1.05673,Very Good,53,Female,3.0,None,0.0,,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,5.0,5.0,3.0,5.0,5.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,5.0,5.0,2.0,1.0,1.0,DURHAM
678,679,2020-03-30,Yes,Yes,1.19569,Fair,72,Male,2.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,No,No,Unsure,Most are overreacting to the actual risks,Large changes,Yes,No,Another race,No,Another race,IVR,Black,518.0,5.0,5.0,Democrat,5.0,2.0,4.0,2.0,1.0,4.0,3.0,2.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,GUILFORD
679,680,2020-03-30,Yes,Yes,1.61459,Good,59,Female,2.0,None,1.0,1.0,No,,1.0,Yes,No,No,No,No,9.0,Yes,Yes,Yes,Most are underestimating the risks,Large changes,Yes,No,Black,Yes,Black,IVR,Black,518.0,5.0,5.0,Democrat,3.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,GUILFORD
